58:cb:52:d7:b5:5d,1,3.000000,0.993000,0.250000,-68,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.698000,0.135000,-63,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.664000,0.341000,-58,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,1.309000,0.847000,-60,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,1.047000,0.506000,-59,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.695000,0.264000,-61,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.695000,0.246000,-61,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.845000,0.123000,-60,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.700000,0.115000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.779000,0.064000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.894000,0.174000,-60,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.276000,0.449000,-60,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.555000,0.298000,-60,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.889000,0.244000,-60,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.930000,0.323000,-61,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.311000,0.404000,-59,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.899000,0.425000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,1.051000,0.104000,-60,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.662000,0.355000,-61,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.866000,0.542000,-59,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.897000,0.995000,-63,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.751000,0.362000,-63,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,1.011000,0.633000,-60,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.721000,0.932000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.784000,0.305000,-61,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.805000,0.795000,-61,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.695000,0.956000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.761000,0.306000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.819000,0.257000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.805000,0.578000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.847000,0.183000,-61,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.812000,0.278000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.805000,0.711000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.716000,0.433000,-61,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.697000,0.601000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.784000,0.799000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.723000,0.248000,-61,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.784000,0.867000,-63,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.836000,0.508000,-61,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.761000,0.179000,-64,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.812000,0.969000,-61,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.686000,0.692000,-61,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.803000,0.241000,-61,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.847000,0.655000,-60,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.840000,0.580000,-61,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.658000,0.713000,-61,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.697000,0.348000,-63,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.730000,0.627000,-63,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.688000,0.757000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.728000,0.800000,-63,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.688000,0.687000,-63,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.597000,0.435000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.702000,0.274000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.772000,0.624000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.681000,0.362000,-63,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.667000,0.850000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.667000,0.337000,-63,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.627000,0.964000,-63,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.700000,0.818000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.634000,0.585000,-63,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.686000,0.754000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.721000,0.784000,-62,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.744000,0.397000,-63,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.686000,0.436000,-63,0.000000,7,8
58:cb:52:d7:b5:5d,1,3.000000,0.695000,0.354000,-62,0.000000,7,8
